id,discipline_class_id,day_of_week,start_time,end_time,class_type,created_at
4d1113a6-fec3-4ca3-9efc-2ef146676abb,97e67451-5ea8-4aa3-9db0-5830c222347a,QUI,13:30,15:10,P,2023-07-28 10:16:48.684195
26c48e8f-10cf-40d4-92bd-c057fb2bbea6,630fa886-64e1-4550-8418-17c6d86523c5,QUA,15:20,17:00,T,2023-07-28 10:16:48.684195
6781585a-df39-4524-9067-5a1db012f3e7,630fa886-64e1-4550-8418-17c6d86523c5,SEX,13:30,15:10,P,2023-07-28 10:16:48.684195
cbb092bf-106b-4063-986e-749ce66940b8,f7babbc3-4ee4-485b-af19-eb650318c55c,QUA,13:30,15:10,T,2023-07-28 10:16:48.684195
6b786f28-f0d9-44ab-8be5-449fcdef3771,f7babbc3-4ee4-485b-af19-eb650318c55c,SEX,15:20,17:00,P,2023-07-28 10:16:48.684195
066dd8fd-1ba8-44a4-805c-8806ff7aed11,0109e28a-245c-4149-ab4f-705a77fcba75,SEG,21:00,22:40,T,2023-07-28 10:16:48.684195
cf34fffd-5fd9-40fa-ae5e-a9e23cc3452f,0109e28a-245c-4149-ab4f-705a77fcba75,QUI,19:00,19:50,T,2023-07-28 10:16:48.684195
42a67c58-ab76-4771-ac2b-6fd68a442157,0109e28a-245c-4149-ab4f-705a77fcba75,QUI,19:50,20:40,P,2023-07-28 10:16:48.684195
4b4603a9-3eef-4e51-b5cb-e401badccac1,78408bb4-f0a2-4a3b-a779-922ff1c7d3e3,QUA,19:00,20:40,T,2023-07-28 10:16:48.684195
042e84d9-c414-4e8a-a486-5b9dbaccb1d0,78408bb4-f0a2-4a3b-a779-922ff1c7d3e3,SEX,19:00,19:50,T,2023-07-28 10:16:48.684195
c265c9f2-5ed9-4ada-8e34-7d7a1319641b,78408bb4-f0a2-4a3b-a779-922ff1c7d3e3,SEX,19:50,20:40,P,2023-07-28 10:16:48.684195
1a23e80c-08fb-4f35-bf2f-cbb69e92e933,95213f4a-b6a5-4d33-b12c-125fc60661f6,TER,19:00,20:40,T,2023-07-28 10:16:48.684195
36b1c7eb-b482-47e5-9e33-06a32432d478,95213f4a-b6a5-4d33-b12c-125fc60661f6,SEX,21:00,22:40,T,2023-07-28 10:16:48.684195
b97a4e71-45dc-43cf-94f9-62e43f3e1dd6,293d83f5-e46e-43a6-9941-2686b64b4e9d,QUA,15:20,17:00,T,2023-07-28 10:16:48.684195
d104aa94-6c9e-4c16-96e3-d1fcb9dd4526,293d83f5-e46e-43a6-9941-2686b64b4e9d,SEX,15:20,17:00,T,2023-07-28 10:16:48.684195
fa8c19b7-a796-4bef-bed2-2c60f423a3ff,c3fa245a-cd50-4751-8750-9aa540f35783,TER,13:30,15:10,T,2023-07-28 10:16:48.684195
13d1888b-386f-48f7-97ae-79ddce3e0a9b,c3fa245a-cd50-4751-8750-9aa540f35783,QUI,13:30,15:10,P,2023-07-28 10:16:48.684195
523f2ed4-af51-4868-be38-1c591f45b851,2eeabca4-ca5e-4308-bb85-4cd98e6db386,TER,15:20,17:00,T,2023-07-28 10:16:48.684195
8827a417-79cb-4dfe-aa09-f9f441d6701c,2eeabca4-ca5e-4308-bb85-4cd98e6db386,SEX,15:20,17:00,P,2023-07-28 10:16:48.684195
b771ae03-c7a4-41e1-9cb4-e32f8703d227,ff0e217d-a52e-4124-947d-7dfe0fb52693,QUI,15:20,17:00,T,2023-07-28 10:16:48.684195
dcfe961c-aaf7-4b96-a617-079a67a1a4f6,5c832f30-ca5e-46fd-9d93-55e4cac03af7,TER,21:00,22:40,T,2023-07-28 10:16:48.684195
67e3dc4e-8e1a-4301-9e13-365be23a62a0,5c832f30-ca5e-46fd-9d93-55e4cac03af7,SEX,21:00,22:40,T,2023-07-28 10:16:48.684195
c6553d56-e8d2-4178-b069-3a9edb617fdf,2afb1d05-b42a-4e8f-aa92-62c34f31db90,SEG,13:30,15:10,T,2023-07-28 10:16:48.684195
edec0208-17ac-4d19-800a-f5793b1b8109,2afb1d05-b42a-4e8f-aa92-62c34f31db90,QUI,15:20,17:00,P,2023-07-28 10:16:48.684195
d86206a9-2ff2-4475-abb4-a434e25d10ff,cb201977-c9c2-4474-88be-49031b845e57,SEG,15:20,17:00,T,2023-07-28 10:16:48.684195
f6c476bb-a0cd-48fb-a3f8-2c6b3670b0ef,cb201977-c9c2-4474-88be-49031b845e57,QUI,13:30,15:10,P,2023-07-28 10:16:48.684195
93400edf-342a-4829-9eae-dad70d8381ac,119c9ca7-ea9c-4277-b266-736410333f03,TER,15:20,17:00,T,2023-07-28 10:16:48.684195
1b5176c3-35dd-4422-a5aa-70b6874d1660,119c9ca7-ea9c-4277-b266-736410333f03,SEX,13:30,15:10,T,2023-07-28 10:16:48.684195
1b6025d0-a442-42d4-bdd6-4c68a74bca97,76f6e91a-717c-4458-bef3-84ec68d979bc,QUA,21:00,22:40,T,2023-07-28 10:16:48.684195
141bb2cb-3e3e-40ae-8e96-9a242b57d97e,76f6e91a-717c-4458-bef3-84ec68d979bc,SEX,19:00,19:50,T,2023-07-28 10:16:48.684195
90f7a3f7-2dc5-4dc6-867e-248a9cd10bd6,76f6e91a-717c-4458-bef3-84ec68d979bc,SEX,19:50,20:40,P,2023-07-28 10:16:48.684195
e3d4e524-a0a6-419c-b8c7-76e0db6529f7,8c11ac38-0b4a-4cb4-bc08-ef677b39b07c,SEG,13:30,15:10,T,2023-07-28 10:16:48.684195
abb35ce6-45bd-44d5-acc2-6805cb0e27b4,8c11ac38-0b4a-4cb4-bc08-ef677b39b07c,QUI,13:30,14:20,T,2023-07-28 10:16:48.684195
c4d66615-aff6-4ef5-85ac-f715704bfc52,8c11ac38-0b4a-4cb4-bc08-ef677b39b07c,QUI,14:20,15:10,P,2023-07-28 10:16:48.684195
329549b0-38bc-4d4f-86de-202878ac3578,82a69872-e4eb-4e23-a8ca-220a8839aaff,QUA,15:20,17:00,T,2023-07-28 10:16:48.684195
2b15f023-90f2-495a-bfdd-0c6dd27f4e31,82a69872-e4eb-4e23-a8ca-220a8839aaff,SEX,13:30,15:10,T,2023-07-28 10:16:48.684195
a04d5ef2-e530-4f6e-8736-7d28289faa89,700c932c-b0bc-42c5-8aa6-1095e53d1285,SEG,21:00,22:40,T,2023-07-28 10:16:48.684195
a4fe417b-9fa2-451d-9a13-70fff6cb8215,700c932c-b0bc-42c5-8aa6-1095e53d1285,QUI,19:00,20:40,T,2023-07-28 10:16:48.684195
6589ffbb-a1b4-4567-845d-ef29ff7f89b4,dd0e7a36-8b69-4ff0-87aa-1b4b9e274ade,SEG,15:20,17:00,T,2023-07-28 10:16:48.684195
e5ee2646-4bdb-4bb5-a304-5de87d6c543b,dd0e7a36-8b69-4ff0-87aa-1b4b9e274ade,QUA,15:20,17:00,T,2023-07-28 10:16:48.684195
71ef69e6-4150-4337-8f5b-ad37e66bdd79,f3d87ad4-1b05-4258-9071-c4d330d357df,TER,21:00,22:40,T,2023-07-28 10:16:48.684195
f774fdb0-c1ea-42a9-a349-749c487b3898,f3d87ad4-1b05-4258-9071-c4d330d357df,QUI,21:00,22:40,T,2023-07-28 10:16:48.684195
8a212156-1ef4-4ec9-a355-4fd790d402e4,818d6eb2-7e0e-41dd-a4f2-cbfd80bd99f5,TER,15:20,17:00,T,2023-07-28 10:16:48.684195
bcfbade0-8d91-4449-b5a8-61d0a8503cb7,818d6eb2-7e0e-41dd-a4f2-cbfd80bd99f5,SEX,13:30,15:10,T,2023-07-28 10:16:48.684195
