id,class_number,discipline_id,professor,created_at,semester
b24f2b9d-a05b-4f8f-82c7-21225c64ff20,11,CSI999,ALEXANDRE MAGNO DE SOUSA(P) / EVA BESSA SOARES(P) / FERNANDO BERNARDES DE OLIVEIRA(P) / FILIPE NUNES RIBEIRO(P) / GEORGE HENRIQUE GODIM DA FONSECA(P) / IGOR MUZETTI PEREIRA(P) / JUNE MARQUES FERNANDES(P) / LUCINEIA SOUZA MAIA(P) / MATEUS FERREIRA SATLER(P) / RAFAEL FREDERICO ALEXANDRE(P) / THEO SILVA LINS(P) / TIAGO FRANCA MELO DE LIMA(P),2023-07-24 18:08:14.071088,23.1
07ff552b-f6e4-40b4-a922-c1e75f8a590f,11,CEA026,WENDY YADIRA ERAS HERRERA(T+P),2023-07-24 18:08:14.071088,23.1
5370367b-6266-4708-a383-3e1dbf0bf9bd,11,CEA147,IGOR DIAS NETO DE SOUZA(T+P),2023-07-24 18:08:14.071088,23.1
d07c7c1e-7ba5-4e6a-879f-63a7f465a0a8,11,CEA204,SARAH NEGREIROS DE CARVALHO LEITE(T),2023-07-24 18:08:14.071088,23.1
8042fdcb-8b4b-42c7-b357-334a0710e420,21,CEA341,IGOR DIAS NETO DE SOUZA(T+P),2023-07-24 18:08:14.071088,23.1
4206303a-f700-4601-b285-0b786e8c733f,22,CEA341,IGOR DIAS NETO DE SOUZA(T+P),2023-07-24 18:08:14.071088,23.1
2cf15083-d396-4605-a5e2-a919a91826fa,23,CEA341,THAINAN SANTOS THEODORO(T+P),2023-07-24 18:08:14.071088,23.1
9ea6b1be-5c56-4434-b460-818a2d64dbc4,24,CEA341,THAINAN SANTOS THEODORO(T+P),2023-07-24 18:08:14.071088,23.1
f9cb1fce-21fd-4787-8268-896c293dcb65,11,CEA458,CARLOS HENRIQUE NOGUEIRA DE RESENDE BARBOSA(T),2023-07-24 18:08:14.071088,23.1
3c2419d6-8810-4a77-bddd-4fc9cca34c7f,21,CEA502,FELIPE EDUARDO MOREIRA COTA(T+P),2023-07-24 18:08:14.071088,23.1
6c6e4584-3106-471d-87a4-8571894836f4,22,CEA502,FELIPE EDUARDO MOREIRA COTA(T+P),2023-07-24 18:08:14.071088,23.1
8733c191-74b5-4a41-b573-282015d8d86f,11,CEA550,CAIO MEIRA AMARAL DA LUZ(T+P),2023-07-24 18:08:14.071088,23.1
c50803e9-b296-41b3-9254-08f0fe080093,12,CEA550,,2023-07-24 18:08:14.071088,23.1
0e01a44c-0e8d-44d2-8430-9b1c5af38443,11,CEA551,ANNY VERLY(T+P),2023-07-24 18:08:14.071088,23.1
e2d53336-c60d-4437-9c68-1b2a07d79fd1,21,CEA552,RENAN FERNANDES BASTOS(T+P),2023-07-24 18:08:14.071088,23.1
a1805164-d3f6-4524-868b-28d9dcccdb23,22,CEA552,RENAN FERNANDES BASTOS(T+P),2023-07-24 18:08:14.071088,23.1
a95d3ec3-c66f-4607-aec9-9174b67e3744,23,CEA552,RENAN FERNANDES BASTOS(T+P),2023-07-24 18:08:14.071088,23.1
0d9d93cd-fe10-4ba4-b228-050a719ea25a,11,CEA555,ANNY VERLY(T),2023-07-24 18:08:14.071088,23.1
29dd7968-1077-46cd-af06-4d10e65d5380,11,CEA560,JUAN CARLOS GALVIS MANSO(T+P),2023-07-24 18:08:14.071088,23.1
832c4db1-d07d-4bcd-b0eb-0266ec8f7cac,12,CEA560,,2023-07-24 18:08:14.071088,23.1
4aebad42-568a-4533-8e1b-c202e40a1f9f,21,CEA561,WELBERT ALVES RODRIGUES(T+P),2023-07-24 18:08:14.071088,23.1
063fe384-e8ae-4b0c-9263-2856d9ed07c7,22,CEA561,WELBERT ALVES RODRIGUES(T+P),2023-07-24 18:08:14.071088,23.1
18a28fab-5f09-490a-9557-e9afaf7b9329,23,CEA561,,2023-07-24 18:08:14.071088,23.1
aa6e55a3-dd2f-45b3-9f7f-77dfc1817220,21,CEA562,GLAUCO FERREIRA GAZEL YARED(T+P),2023-07-24 18:08:14.071088,23.1
a018c799-b0d1-4ef8-bb22-cc75a311aa8d,22,CEA562,GLAUCO FERREIRA GAZEL YARED(T+P),2023-07-24 18:08:14.071088,23.1
915f09ec-239e-407c-a0b0-bc279cf5c12c,23,CEA562,GLAUCO FERREIRA GAZEL YARED(T+P),2023-07-24 18:08:14.071088,23.1
831c8ccb-17d1-40c6-b8b0-ac8d911fec5f,11,CEA563,FRANCISCO RICARDO ABRANTES COUY BARACHO(T+P),2023-07-24 18:08:14.071088,23.1
95cd0f57-8fca-4fb2-8ddb-2e60274f8e71,11,CEA570,MARCIO FELICIANO BRAGA(T+P),2023-07-24 18:08:14.071088,23.1
e409a996-a77c-46e8-b65c-f3f3963cf6e6,12,CEA570,MARCIO FELICIANO BRAGA(T+P),2023-07-24 18:08:14.071088,23.1
04382969-aef0-47e5-b2e2-c41e5bcc80ed,11,CEA571,EDGARD GREGORY TORRES SARAVIA(T+P),2023-07-24 18:08:14.071088,23.1
70c53864-05c6-4661-9060-428725649903,11,CEA572,EDGARD GREGORY TORRES SARAVIA(T+P),2023-07-24 18:08:14.071088,23.1
8670c7d5-ccd0-4893-a49f-639b9c62e7d5,11,CEA573,WILINGTHON GUERRA ZVIETCOVICH(T+P),2023-07-24 18:08:14.071088,23.1
ca753850-dadc-44e5-8f60-b4dd25532a51,21,CEA580,MARCELO MOREIRA TIAGO(T+P),2023-07-24 18:08:14.071088,23.1
9d5339d8-91c0-42ae-8e9f-599ab71bcd26,22,CEA580,MARCELO MOREIRA TIAGO(T+P),2023-07-24 18:08:14.071088,23.1
fbc7e156-fa2b-4642-bd0b-17e240015f55,23,CEA580,MARCELO MOREIRA TIAGO(T+P),2023-07-24 18:08:14.071088,23.1
fb99390f-3e5d-426d-98eb-a5ab059e5eb7,11,CEA581,THAINAN SANTOS THEODORO(T+P),2023-07-24 18:08:14.071088,23.1
d6f0a127-6198-43e3-9967-b6915d0ed2d6,12,CEA581,,2023-07-24 18:08:14.071088,23.1
d6a45dc4-1e9d-457f-8a68-ed3100e5116d,21,CEA582,MYLENA CRUZINHA DA SILVA(T+P),2023-07-24 18:08:14.071088,23.1
68a664cd-bf2d-48ee-8545-54c9aededfd0,22,CEA582,MYLENA CRUZINHA DA SILVA(T+P),2023-07-24 18:08:14.071088,23.1
041ff3a5-2dc6-4474-8330-6557c987c767,23,CEA582,,2023-07-24 18:08:14.071088,23.1
ee02594e-2587-42bd-84d8-b8830199183b,11,CEA583,CARLOS HENRIQUE NOGUEIRA DE RESENDE BARBOSA(T+P),2023-07-24 18:08:14.071088,23.1
025232b6-889e-4622-bd93-bc9d50ee87dc,11,CEA590,CARLOS HENRIQUE DA SILVA(T+P),2023-07-24 18:08:14.071088,23.1
